angleToTrackAxis,trackPosition,11Sensor,rxSensor,ctrSensor,sxSensor,7Sensor,xSpeed,ySpeed,class
-0.149607,-0.000080,0.296596,0.341966,0.147736,0.088981,0.071744,0.395907,-0.003403,4
-0.092988,0.003537,0.235301,0.272146,0.311888,0.353494,0.066542,0.393139,-0.003276,4
-0.035041,0.005197,0.182128,0.209983,0.241851,0.277246,0.315400,0.389059,0.000903,0
-0.008109,0.005870,0.163323,0.187102,0.214892,0.246548,0.281591,0.385239,0.000504,0
0.024860,0.005647,0.138691,0.157920,0.180970,0.208068,0.239128,0.381370,0.000659,0
0.049075,0.004585,0.118267,0.134276,0.153863,0.177493,0.205396,0.377280,0.001141,2
0.070232,0.002814,0.097381,0.110473,0.126842,0.147145,0.171922,0.372913,0.001086,2
0.071913,0.000758,0.083653,0.095726,0.111149,0.130748,0.155260,0.368121,0.002362,2
0.008173,-0.000510,0.106688,0.127340,0.153444,0.185334,0.222621,0.356516,-0.010099,0
0.005313,-0.000667,0.107330,0.128466,0.155169,0.187716,0.225637,0.351590,-0.000454,0
0.028952,-0.001140,0.089493,0.106285,0.128081,0.155700,0.189343,0.348601,0.001033,2
0.045878,-0.002094,0.074078,0.087736,0.105893,0.129707,0.159941,0.345637,0.000899,2
0.058987,-0.003450,0.058652,0.069561,0.084469,0.104812,0.131917,0.342555,0.002821,2
0.018913,-0.004505,0.065878,0.082105,0.104792,0.135438,0.185755,0.336509,0.002607,2
-0.056389,-0.004104,0.134716,0.201437,0.405202,1.000000,0.454403,0.323697,-0.013642,0
-0.034335,-0.003045,0.129757,0.197864,0.423239,1.000000,0.435748,0.320000,-0.000003,0
-0.007409,-0.002509,0.120463,0.183760,0.393543,1.000000,0.458620,0.316235,0.000003,1
0.017656,-0.002631,0.111798,0.170544,0.365254,1.000000,0.480419,0.314338,-0.000000,1
0.024161,-0.003182,0.103172,0.157398,0.337180,1.000000,0.502000,0.312469,-0.000001,1
0.024161,-0.003750,0.094566,0.144269,0.309058,1.000000,0.523655,0.315865,-0.000000,1
0.024172,-0.004338,0.085660,0.130671,0.279856,1.000000,0.546240,0.333318,-0.000003,1
0.022664,-0.004960,0.077686,0.119758,0.265648,1.000000,0.543895,0.357264,0.000669,5
0.017506,-0.005480,0.074503,0.119554,0.308367,1.000000,0.486782,0.381712,-0.000132,1
0.017256,-0.005989,0.066334,0.106672,0.277598,1.000000,0.499521,0.407486,0.000345,5
0.006416,-0.006370,0.070369,0.126974,0.675415,0.915410,0.399226,0.433785,-0.001151,1
0.004001,-0.006577,0.069004,0.128780,1.000000,0.832990,0.385499,0.460857,0.000314,5
-0.000754,-0.006612,0.074171,0.149849,1.000000,0.695900,0.353980,0.489348,0.000446,5
-0.003669,-0.006492,0.081067,0.173866,1.000000,0.627015,0.334314,0.514405,-0.000156,1
-0.003184,-0.006353,0.083503,0.177189,1.000000,0.631450,0.334206,0.526500,0.000224,1
-0.003412,-0.006225,0.086810,0.185129,1.000000,0.621930,0.330318,0.546195,-0.000231,1
-0.003833,-0.006077,0.090942,0.195761,1.000000,0.608080,0.325012,0.565733,-0.000156,1
-0.003972,-0.005908,0.095104,0.205366,1.000000,0.599075,0.320861,0.586124,0.000026,1
0.002545,-0.005783,0.087121,0.166257,1.000000,0.747400,0.357038,0.605614,0.002423,6
0.007884,-0.006048,0.074861,0.132570,0.598465,0.963510,0.403327,0.625762,0.000468,1
0.007526,-0.006417,0.068237,0.121382,0.568300,0.968295,0.409566,0.646471,-0.000167,1
0.007856,-0.006796,0.060715,0.107555,0.486908,1.000000,0.421885,0.667467,0.000135,5
-0.002261,-0.006941,0.068826,0.143233,1.000000,0.674215,0.351698,0.687090,-0.001844,1
-0.002450,-0.006832,0.071548,0.149480,1.000000,0.665660,0.348291,0.707676,-0.000103,5
-0.011074,-0.006480,0.094754,0.251617,1.000000,0.507600,0.297415,0.718400,-0.001676,0
-0.011181,-0.005886,0.111023,0.296019,0.969770,0.487948,0.286232,0.709314,0.000385,0
-0.011191,-0.005284,0.127287,0.339504,0.907190,0.469355,0.275354,0.684800,0.000703,3
-0.011182,-0.004701,0.143008,0.381308,0.847070,0.451540,0.264876,0.656443,0.000893,3
-0.010911,-0.004142,0.157146,0.414780,0.788535,0.437391,0.255825,0.604905,0.001577,0
-0.006452,-0.003706,0.153618,0.352570,0.708750,0.478871,0.265515,0.589205,0.002357,0
-0.006554,-0.003383,0.161831,0.372441,0.657085,0.466601,0.258838,0.582305,0.001391,0
-0.006493,-0.003062,0.169479,0.389401,0.605785,0.736675,0.252871,0.558881,0.001738,3
-0.005911,-0.002761,0.174761,0.385662,0.555090,0.676465,0.249364,0.511481,0.002253,3
-0.004935,-0.002506,0.177470,0.362966,0.508220,0.621155,0.248265,0.447679,0.002615,3
-0.005234,-0.002297,0.183476,0.346988,0.473207,0.579010,0.242944,0.371599,0.002155,3
-0.003952,-0.002119,0.183098,0.322949,0.436784,0.536345,0.244518,0.294644,0.002095,3
-0.002996,-0.002012,0.182229,0.304396,0.409185,0.504095,0.249652,0.265456,0.001183,1
-0.002810,-0.001927,0.183547,0.288991,0.385131,0.475536,0.588350,0.262350,0.001175,1
-0.002714,-0.001845,0.184728,0.273559,0.361667,0.447618,0.555040,0.259405,0.001081,1
-0.002638,-0.001764,0.182053,0.257776,0.338326,0.419817,0.521270,0.264939,0.001164,1
-0.002046,-0.001684,0.174602,0.239234,0.312088,0.388704,0.482424,0.292989,0.001449,1
-0.002390,-0.001596,0.165636,0.220436,0.285287,0.356322,0.442860,0.331916,0.001488,1
-0.003991,-0.001474,0.154853,0.200941,0.257728,0.322568,0.402445,0.371678,0.001563,1
-0.004453,-0.001321,0.139180,0.176951,0.225322,0.283163,0.354394,0.385484,0.001537,1
-0.001936,-0.001151,0.119700,0.149477,0.189022,0.238789,0.300176,0.412469,0.001854,1
0.017117,-0.001394,0.101819,0.125693,0.158290,0.201143,0.255926,0.418211,0.001874,2
0.027393,-0.002048,0.088919,0.109510,0.138222,0.177160,0.231095,0.411290,0.001776,2
0.035442,-0.002990,0.075729,0.093410,0.118684,0.154187,0.209890,0.404092,0.003105,2
-0.005452,-0.003581,0.097767,0.127177,0.178494,0.276924,0.374350,0.393857,-0.004167,0
-0.012111,-0.003216,0.109482,0.154074,0.239211,0.329144,0.416788,0.387000,0.000805,0
0.009300,-0.003142,0.095635,0.134636,0.205440,0.285736,0.368460,0.382764,0.001468,1
0.023253,-0.003605,0.089641,0.129852,0.190390,0.262655,0.340538,0.384814,0.002616,2
0.008132,-0.004082,0.108159,0.152747,0.211969,0.281581,0.356701,0.379130,0.001838,2
-0.019138,-0.003892,0.135093,0.182644,0.242458,0.310897,0.384035,0.374116,-0.000507,0
-0.019803,-0.003316,0.122191,0.160438,0.210800,0.271665,0.339719,0.371285,0.001522,1
-0.006163,-0.002854,0.106329,0.136496,0.177782,0.230548,0.292758,0.368794,0.001428,1
0.014321,-0.002933,0.089143,0.112410,0.145285,0.189681,0.245297,0.368684,0.001401,1
0.023118,-0.003477,0.078086,0.098237,0.127347,0.167995,0.220782,0.370368,0.002596,2
0.020459,-0.004020,0.074244,0.094434,0.124073,0.165933,0.220433,0.365132,0.002515,2
0.007794,-0.004417,0.078147,0.101727,0.136446,0.184459,0.244644,0.359544,0.004945,2
-0.017171,-0.004060,0.103217,0.136923,0.183409,0.241945,0.309222,0.353780,0.000222,0
0.002305,-0.003838,0.088540,0.114745,0.152224,0.202356,0.263537,0.351046,0.001140,1
0.020713,-0.004123,0.073049,0.093029,0.122467,0.164210,0.218726,0.349627,0.002018,5
0.021029,-0.004638,0.067532,0.086678,0.115439,0.157024,0.212052,0.346653,0.002478,2
0.018353,-0.005090,0.064183,0.083377,0.112731,0.155683,0.212572,0.342264,0.002560,2
-0.012631,-0.005206,0.084685,0.115331,0.159988,0.218511,0.287072,0.336492,0.004190,2
-0.021609,-0.004564,0.101566,0.136940,0.185835,0.246892,0.316246,0.332257,0.000633,0
-0.010928,-0.004116,0.096562,0.127578,0.171145,0.227274,0.293038,0.328586,0.001622,2
-0.003075,-0.003906,0.092104,0.120208,0.160108,0.212664,0.275719,0.325100,0.001526,2
-0.018401,-0.003689,0.108861,0.143322,0.190189,0.248633,0.315489,0.320415,0.005777,2
-0.055578,-0.002553,0.171034,0.221128,0.281074,0.350579,0.496350,0.315225,-0.000325,1
-0.038085,-0.001439,0.157340,0.200069,0.252990,0.315972,0.435481,0.313827,0.000357,1
-0.020418,-0.000740,0.142576,0.178789,0.225000,0.281476,0.380711,0.312227,0.000311,1
-0.002611,-0.000462,0.126865,0.157203,0.196959,0.246926,0.329529,0.317423,0.000273,1
0.005508,-0.000517,0.119063,0.146882,0.183774,0.232659,0.330903,0.323784,0.002130,2
0.003632,-0.000581,0.120096,0.148441,0.186271,0.248236,0.743830,0.319921,0.001958,2
-0.011966,-0.000501,0.135736,0.170584,0.234193,0.689250,0.519350,0.315369,0.005406,2
-0.060023,0.000552,0.288736,0.598660,0.437897,0.287115,0.165080,0.308780,-0.001134,0
-0.042678,0.001732,0.721000,0.562805,0.409553,0.272010,0.167349,0.305422,0.000048,0
-0.019818,0.002470,0.711915,0.557265,0.409402,0.279136,0.180735,0.303864,-0.002160,6
0.013266,0.002478,0.204844,0.606280,0.460025,0.328472,0.223576,0.309966,-0.000030,1
0.031134,0.001950,0.214890,0.571520,0.432184,0.310761,0.217116,0.317656,0.000024,1
0.031224,0.001191,0.255677,0.535475,0.403447,0.292035,0.208589,0.333250,0.000097,1
0.027796,0.000397,0.634280,0.495970,0.372043,0.271029,0.197437,0.357286,-0.000002,1
0.016687,-0.000223,0.583470,0.451266,0.336646,0.246781,0.183078,0.382567,-0.000134,1
0.005460,-0.000544,0.531635,0.406178,0.301326,0.222267,0.167541,0.408865,0.000376,1
-0.005115,-0.000534,0.481844,0.363307,0.267977,0.198723,0.151743,0.429217,-0.000461,4
-0.003954,-0.000381,0.485575,0.365935,0.269403,0.199178,0.151606,0.422457,0.000441,4
-0.002858,-0.000268,0.489468,0.368848,0.271198,0.200022,0.151834,0.415721,0.000147,4
0.027161,-0.000458,0.638130,0.501950,0.380172,0.280635,0.207295,0.407467,0.004750,0
0.021390,-0.001205,0.615410,0.483126,0.366664,0.272979,0.204477,0.401217,0.000086,0
0.012280,-0.001688,0.575120,0.448104,0.339144,0.253900,0.192677,0.395229,-0.000695,4
0.013262,-0.002067,0.583200,0.456400,0.347199,0.261189,0.198894,0.389296,-0.000050,4
0.015093,-0.002504,0.595760,0.468863,0.358892,0.271435,0.207391,0.383088,-0.001142,6
0.014807,-0.003032,0.598865,0.473051,0.363980,0.276960,0.212823,0.389224,0.000007,1
0.003621,-0.003304,0.549095,0.429663,0.329285,0.251674,0.195618,0.397010,-0.000019,1
-0.007918,-0.003241,0.496947,0.384643,0.293503,0.225292,0.176956,0.410326,-0.000072,1
-0.019338,-0.002809,0.443974,0.339359,0.257683,0.198538,0.157365,0.437098,-0.000067,6
-0.011934,-0.002209,0.469035,0.358109,0.269885,0.205428,0.160703,0.437465,0.000796,4
0.002535,-0.002021,0.532170,0.411241,0.310505,0.233929,0.179811,0.429927,0.001400,4
0.037209,-0.002444,0.124385,0.568320,0.444202,0.338403,0.255825,0.420853,0.004604,0
0.037307,-0.003647,0.099163,0.579325,0.457205,0.352701,0.270235,0.414300,0.000103,0
0.025477,-0.004621,0.099138,0.534505,0.420525,0.325782,0.252764,0.408717,-0.000215,1
0.013699,-0.005225,0.111646,0.489934,0.384219,0.298835,0.234405,0.404712,-0.000213,1
0.001974,-0.005468,0.560770,0.445473,0.348177,0.271810,0.215276,0.400998,-0.000261,1
-0.009911,-0.005355,0.508510,0.400204,0.311681,0.244192,0.195114,0.408497,-0.000332,1
-0.021614,-0.004859,0.455826,0.354986,0.275375,0.216428,0.174270,0.432467,-0.000106,1
-0.032365,-0.003938,0.404686,0.311267,0.240182,0.189075,0.153118,0.450584,-0.000711,4
-0.031025,-0.002790,0.397161,0.301874,0.230041,0.179152,0.143905,0.442502,0.000431,4
-0.029589,-0.001779,0.391195,0.293910,0.221175,0.170384,0.135744,0.435261,-0.000212,4
0.015879,-0.001318,0.592495,0.459737,0.347491,0.258868,0.194991,0.424619,0.012932,0
0.008907,-0.001669,0.563350,0.433558,0.327231,0.245014,0.186461,0.417886,-0.000161,0
-0.002968,-0.001770,0.506335,0.386573,0.290278,0.218549,0.168562,0.412964,-0.000410,1
-0.014784,-0.001506,0.449528,0.339434,0.253497,0.191844,0.149704,0.408718,-0.000417,1
-0.026418,-0.000884,0.393310,0.292432,0.217130,0.165107,0.130164,0.406711,-0.000407,1
-0.038056,0.000103,0.335425,0.244608,0.180465,0.137841,0.109672,0.419750,-0.000429,1
-0.041390,0.001397,0.305301,0.217310,0.157564,0.119239,0.094497,0.420056,-0.000145,4
-0.039866,0.002664,0.292276,0.202063,0.142618,0.105891,0.082904,0.413170,-0.000323,4
-0.028353,0.003801,0.336427,0.216573,0.146077,0.103774,0.078564,0.405950,-0.001413,4
0.031284,0.003908,0.396347,0.500870,0.574610,0.228298,0.152612,0.394965,0.014946,0
0.025670,0.003114,0.361070,0.456247,0.527015,0.228247,0.153974,0.389203,-0.000306,0
0.019661,0.002480,0.329865,0.414473,0.481385,0.230232,0.152216,0.383678,-0.000822,4
0.020837,0.001883,0.275775,0.355600,0.420786,0.477674,0.168615,0.378152,-0.000779,4
0.014662,0.001335,0.249751,0.317509,0.377296,0.431485,0.175068,0.372885,-0.000468,0
0.004148,0.001062,0.234569,0.290661,0.343929,0.394224,0.170667,0.367536,-0.000466,0
-0.006315,0.001080,0.217169,0.264039,0.311193,0.357512,0.402182,0.362337,-0.000474,0
-0.009047,0.001304,0.198130,0.237362,0.278767,0.321039,0.363102,0.357261,-0.000472,0
-0.009064,0.001536,0.178135,0.210845,0.246808,0.284937,0.324147,0.353813,-0.000310,1
-0.013559,0.001806,0.161737,0.189378,0.220698,0.254968,0.291273,0.349310,0.000660,2
-0.024501,0.002315,0.150015,0.174099,0.201917,0.233050,0.266802,0.344571,0.000599,2
-0.011865,0.002851,0.138664,0.159942,0.184915,0.213414,0.244955,0.339695,0.002373,2
0.008194,0.003014,0.126575,0.145264,0.167542,0.193465,0.222775,0.334777,-0.000084,0
0.039284,0.002404,0.105712,0.120636,0.138874,0.160789,0.186496,0.330808,0.001870,2
0.050884,0.001345,0.093667,0.107052,0.123673,0.144033,0.168422,0.326348,0.001682,2
0.061259,0.000052,0.081093,0.092938,0.107917,0.126679,0.149714,0.322070,0.001406,2
0.040901,-0.001180,0.080866,0.094448,0.111833,0.133703,0.160393,0.315936,0.003950,2
-0.040411,-0.001305,0.130954,0.157332,0.188394,0.223397,0.261249,0.301210,-0.007442,0
-0.034795,-0.000448,0.132923,0.158110,0.187763,0.221303,0.257796,0.296712,-0.000327,1
-0.005671,0.000015,0.114840,0.135306,0.160162,0.189353,0.222348,0.294395,-0.000221,1
0.018488,-0.000165,0.099035,0.115927,0.136947,0.162431,0.192263,0.293249,0.001727,2
0.027769,-0.000618,0.090969,0.106460,0.125987,0.150041,0.178697,0.289668,0.001726,2
0.034490,-0.001248,0.083212,0.097573,0.115924,0.138899,0.167697,0.286098,0.003359,2
-0.006702,-0.001527,0.103666,0.124154,0.152403,0.199221,0.290754,0.279197,0.007490,2
-0.030722,-0.000847,0.129455,0.166279,0.234879,0.384092,0.485549,0.273286,-0.000441,0
-0.011263,-0.000440,0.122080,0.159139,0.231027,0.377380,0.470029,0.269957,0.000747,2
0.006434,-0.000371,0.118603,0.158834,0.243166,0.378926,0.461039,0.267019,0.000903,2
0.017097,-0.000598,0.124320,0.175814,0.296358,0.393856,0.465246,0.262430,0.000612,1
0.037205,-0.001149,0.115528,0.163723,0.275490,0.367637,0.437286,0.259867,-0.000330,1
0.037193,-0.001860,0.106252,0.150586,0.252758,0.340224,0.408244,0.257274,-0.000320,1
0.037260,-0.002616,0.096323,0.136471,0.228303,0.310596,0.376737,0.262123,-0.000300,1
0.037551,-0.003370,0.086217,0.121987,0.203256,0.280308,0.344458,0.287927,-0.000284,1
0.037773,-0.004218,0.075022,0.106038,0.175704,0.246250,0.307821,0.324306,-0.000014,1
0.037188,-0.005169,0.063068,0.089386,0.146972,0.209238,0.267306,0.357030,-0.000379,1
0.030337,-0.006136,0.054360,0.079814,0.127610,0.180216,0.233524,0.351827,0.000328,2
0.019637,-0.006766,0.051826,0.077727,0.115132,0.160306,0.209241,0.346212,0.000367,2
0.004046,-0.007088,0.053418,0.075136,0.106620,0.146693,0.192184,0.340725,0.002515,2
-0.060905,-0.006417,0.099882,0.133774,0.174263,0.218857,0.265371,0.332236,-0.001570,0
-0.038215,-0.005109,0.093734,0.120705,0.154436,0.193601,0.236301,0.327657,-0.000013,0
-0.008095,-0.004521,0.078072,0.098017,0.124300,0.156960,0.194907,0.324880,0.000588,5
0.006898,-0.004509,0.069718,0.086633,0.109417,0.138699,0.173967,0.324239,0.001617,2
0.016314,-0.004763,0.062755,0.077750,0.098324,0.125466,0.159077,0.319620,0.001526,2
-0.008503,-0.004914,0.074380,0.094221,0.120672,0.153777,0.192338,0.312688,0.005747,2
-0.083720,-0.003922,0.152863,0.188789,0.228654,0.270871,0.314032,0.300190,-0.004205,0
-0.073745,-0.002174,0.156372,0.188964,0.225526,0.264805,0.305537,0.296847,-0.000060,1
-0.047278,-0.000869,0.140449,0.167850,0.199651,0.235041,0.272939,0.294794,-0.000007,1
-0.018507,-0.000116,0.122785,0.145266,0.172212,0.203341,0.237926,0.293197,0.000003,1
0.010725,-0.000027,0.104379,0.122399,0.144643,0.171325,0.202191,0.301449,0.000005,1
0.035507,-0.000574,0.087592,0.102097,0.120445,0.143207,0.170581,0.316688,0.001859,2
0.045700,-0.001529,0.076354,0.089190,0.105741,0.126769,0.152720,0.312321,0.001630,2
0.053563,-0.002698,0.064871,0.076135,0.090996,0.110414,0.135120,0.307747,0.003847,2
0.014993,-0.003455,0.075074,0.091203,0.112475,0.139544,0.172238,0.300590,0.004907,2
-0.074239,-0.002827,0.151504,0.184722,0.222072,0.262190,0.303735,0.285626,-0.008313,0
-0.062536,-0.001404,0.150795,0.181007,0.215380,0.252855,0.292244,0.282190,-0.000052,1
-0.037019,-0.000381,0.135280,0.160815,0.190767,0.224524,0.261129,0.280353,0.000009,1
-0.009459,0.000127,0.118205,0.139258,0.164690,0.194375,0.227733,0.278452,-0.000003,1
0.018481,0.000029,0.100431,0.117373,0.138399,0.163831,0.193550,0.284616,0.000073,1
0.033571,-0.000526,0.088834,0.103602,0.122253,0.145330,0.172999,0.288122,0.002170,2
0.042297,-0.001277,0.079578,0.092945,0.110091,0.131719,0.158199,0.284576,0.002097,2
0.038756,-0.002171,0.074496,0.087859,0.105247,0.127460,0.154888,0.280168,0.005831,2
-0.017420,-0.002276,0.104798,0.127120,0.156212,0.203506,0.295092,0.271983,0.009640,2
-0.031003,-0.001506,0.121745,0.151990,0.204297,0.315159,0.586770,0.268105,-0.000029,0
-0.009584,-0.001095,0.110740,0.139555,0.190598,0.304165,0.555670,0.262591,0.001070,2
0.007203,-0.001043,0.104309,0.134175,0.190031,0.594615,0.511640,0.257077,0.001111,2
0.018226,-0.001288,0.104149,0.139525,0.213761,0.535675,0.452360,0.251619,0.001715,0
0.038885,-0.001843,0.096187,0.130422,0.204917,0.506490,0.427850,0.246470,0.001175,2
0.036265,-0.002544,0.098286,0.139911,0.246697,0.457213,0.380784,0.250632,0.002256,5
0.020574,-0.003085,0.109463,0.171368,0.463730,0.395100,0.322521,0.261262,0.000531,1
0.020555,-0.003487,0.103124,0.161467,0.440230,0.375814,0.309757,0.276538,0.000067,1
0.019319,-0.003943,0.097455,0.154071,0.410016,0.350373,0.291234,0.313835,0.000010,1
0.015827,-0.004398,0.094461,0.162193,0.373682,0.319208,0.267104,0.355819,-0.001344,1
0.014933,-0.004862,0.087724,0.388701,0.337749,0.289169,0.244312,0.374583,-0.000836,1
0.014246,-0.005315,0.083307,0.346348,0.300339,0.257780,0.219770,0.402740,-0.000540,1
0.012980,-0.005780,0.349117,0.300203,0.259629,0.223426,0.192144,0.430094,-0.001009,0
-0.001768,-0.006128,0.296730,0.254847,0.219867,0.189741,0.164467,0.423468,-0.000856,0
-0.024488,-0.005702,0.262042,0.223160,0.192036,0.165892,0.144389,0.417122,-0.000741,4
-0.041927,-0.004709,0.234217,0.196349,0.168283,0.145237,0.126613,0.410931,-0.000776,4
-0.049287,-0.003182,0.222129,0.179060,0.150846,0.129373,0.112316,0.403846,-0.002517,4
0.002786,-0.002275,0.672760,0.343202,0.231541,0.175711,0.142448,0.391152,0.012446,0
0.023530,-0.002539,0.321965,1.000000,0.498036,0.276087,0.191989,0.382188,0.003953,0
0.001864,-0.002903,0.295122,1.000000,0.556205,0.284039,0.191696,0.377299,-0.000593,0
-0.026651,-0.002557,0.331055,1.000000,0.523155,0.266860,0.180032,0.373192,-0.000738,1
-0.028620,-0.001748,0.366138,1.000000,0.490628,0.249948,0.168549,0.369521,-0.000845,1
-0.028559,-0.000994,0.398689,1.000000,0.460119,0.234158,0.157843,0.370594,-0.000746,1
-0.027710,-0.000175,0.421710,1.000000,0.438861,0.219996,0.147539,0.388460,-0.000355,1
-0.026215,0.000613,0.432376,1.000000,0.427910,0.208526,0.138548,0.415286,-0.000250,1
-0.009551,0.001229,0.292367,0.735765,1.000000,0.281119,0.161937,0.420866,0.000222,4
0.010584,0.001149,0.202676,0.347765,1.000000,0.614750,0.235700,0.415168,0.000847,1
0.010725,0.000828,0.196417,0.336505,1.000000,0.642330,0.245028,0.411817,-0.000049,1
0.010752,0.000483,0.190079,0.325548,1.000000,0.667585,0.254402,0.407847,-0.000005,1
0.010804,0.000140,0.183720,0.314477,1.000000,0.693745,0.263871,0.410394,0.000064,1
0.010771,-0.000194,0.177758,0.304381,1.000000,0.715845,0.272607,0.429576,-0.000155,1
0.010410,-0.000533,0.172531,0.296611,1.000000,0.724315,0.279445,0.455398,0.000138,1
0.010315,-0.000920,0.165720,0.285204,1.000000,0.746815,0.289097,0.482719,-0.000325,1
0.010396,-0.001292,0.158731,0.272928,0.999940,0.775890,0.299489,0.508486,0.000134,1
0.010219,-0.001709,0.151538,0.261077,0.968605,0.796395,0.309332,0.514900,-0.000170,1
0.010496,-0.002134,0.143183,0.245923,0.894745,0.838495,0.322507,0.530976,-0.000009,5
0.005853,-0.002452,0.147632,0.268400,1.000000,0.678475,0.300269,0.546724,-0.000154,1
0.006202,-0.002713,0.141736,0.256478,1.000000,0.703850,0.308704,0.563290,0.000126,1
0.005860,-0.002969,0.137505,0.249966,1.000000,0.706855,0.312776,0.579305,-0.000229,1
0.006201,-0.003224,0.131804,0.238506,1.000000,0.732115,0.321103,0.595138,0.000248,1
0.003027,-0.003499,0.133215,0.252305,1.000000,0.651675,0.308148,0.612748,-0.001291,1
0.000663,-0.003590,0.136818,0.269400,1.000000,0.598980,0.296983,0.631329,-0.000458,1
0.000127,-0.003619,0.137490,0.273304,1.000000,0.588665,0.294775,0.650919,-0.000356,1
-0.000403,-0.003620,0.138770,0.278531,1.000000,0.577665,0.292037,0.670367,-0.000325,1
-0.000908,-0.003594,0.140614,0.284916,1.000000,0.566435,0.288895,0.693033,-0.000385,1
-0.001042,-0.003549,0.141953,0.288365,1.000000,0.561930,0.287259,0.700281,-0.000122,1
-0.001301,-0.003485,0.144036,0.294064,1.000000,0.554305,0.284615,0.717276,-0.000025,1
-0.001342,-0.003411,0.145770,0.297841,1.000000,0.550515,0.282863,0.735310,-0.000061,1
0.002547,-0.003356,0.137261,0.261929,1.000000,0.632525,0.302144,0.753314,0.002750,6
0.007341,-0.003652,0.121252,0.216184,1.000000,0.710920,0.339296,0.770524,0.000422,1
0.007433,-0.004066,0.113192,0.201580,1.000000,0.669185,0.350232,0.783281,0.000235,0
-0.002940,-0.004380,0.128078,0.270355,0.806480,0.541590,0.295101,0.776205,-0.006303,0
-0.006722,-0.004084,0.145166,0.335598,0.688075,0.471127,0.271683,0.768390,-0.000278,3
-0.006719,-0.003689,0.154850,0.358254,0.617630,0.428685,0.264075,0.741119,-0.000027,3
-0.006767,-0.003307,0.164399,0.994535,0.549400,0.382688,0.256501,0.711900,0.000011,3
-0.006833,-0.002962,0.173109,0.876125,0.488201,0.340170,0.247971,0.680000,-0.000032,0
-0.006926,-0.002624,0.183389,0.768640,0.428822,0.298937,0.227294,0.658281,-0.000007,3
-0.006975,-0.002272,0.922190,0.659305,0.368060,0.256642,0.198104,0.642295,-0.000030,4
0.008698,-0.002188,0.505675,0.956275,0.417135,0.263349,0.193488,0.634243,0.004567,4
0.014233,-0.002880,0.302285,0.834140,0.517220,0.282464,0.195305,0.626310,0.002705,4
-0.009619,-0.002883,0.231896,0.691765,0.848645,0.330430,0.208709,0.618595,0.004305,0
-0.008334,-0.002194,0.198034,0.479493,0.749580,0.403946,0.229367,0.611552,0.004010,0
-0.007154,-0.001832,0.202220,0.473098,0.691315,0.405117,0.226679,0.603767,0.000266,3
-0.007045,-0.001496,0.210075,0.478112,0.635870,0.394832,0.220615,0.576343,0.000449,3
-0.007044,-0.001172,0.218067,0.453634,0.583440,0.383725,0.214406,0.549495,0.000677,3
-0.006967,-0.000883,0.224861,0.425496,0.537675,0.619900,0.209107,0.499900,0.001000,0
-0.007133,-0.000602,0.232568,0.397129,0.494870,0.571840,0.203183,0.494381,0.001113,0
-0.007121,-0.000316,0.239573,0.366567,0.452044,0.523735,0.197750,0.488614,0.001353,0
-0.007179,-0.000009,0.244427,0.333302,0.407135,0.473026,0.191677,0.482714,0.001594,0
-0.007183,0.000284,0.233373,0.301427,0.365438,0.425758,0.186085,0.477571,0.001702,1
-0.007379,0.000579,0.215679,0.269531,0.324533,0.379116,0.432187,0.473782,0.001856,1
-0.007466,0.000901,0.192603,0.234916,0.281071,0.329373,0.378350,0.468473,0.001913,0
-0.007574,0.001201,0.168731,0.202309,0.240788,0.283044,0.327741,0.463631,0.001805,0
-0.018996,0.001677,0.152689,0.180486,0.213265,0.250494,0.291211,0.458979,0.001121,2
-0.006424,0.002256,0.137930,0.161590,0.190086,0.223326,0.260724,0.454757,0.001431,2
0.000811,0.002223,0.132289,0.154733,0.181963,0.214020,0.250440,0.448861,0.001125,2
0.018276,0.002082,0.119457,0.139073,0.163260,0.192344,0.226179,0.443262,0.001189,0
0.044907,0.000997,0.097002,0.112418,0.131957,0.156333,0.185935,0.437716,0.001375,2
0.067226,-0.000869,0.074531,0.086274,0.101592,0.121483,0.146853,0.431755,0.001491,2
0.067189,-0.003083,0.058752,0.069013,0.082900,0.101725,0.126818,0.424959,0.001657,2
0.009386,-0.004591,0.069981,0.088146,0.113387,0.146756,0.187734,0.410803,-0.023597,2
-0.057970,-0.004694,0.125403,0.162253,0.206090,0.254697,0.305859,0.391622,-0.043065,0
-0.060652,-0.003444,0.141778,0.178322,0.220991,0.267958,0.317330,0.386541,-0.004146,0
-0.029487,-0.002082,0.122351,0.150707,0.185516,0.226004,0.270716,0.383879,0.000916,2
-0.010286,-0.001499,0.111559,0.135627,0.165847,0.202100,0.243429,0.380932,0.001514,2
0.007925,-0.001434,0.099362,0.119744,0.145892,0.178222,0.216310,0.377690,0.001335,2
0.007355,-0.001754,0.097055,0.117420,0.143682,0.176279,0.214754,0.373161,0.003445,2
-0.044956,-0.001279,0.144451,0.176131,0.213580,0.255710,0.301048,0.364705,-0.010664,0
-0.018815,-0.000393,0.127643,0.153584,0.185263,0.222319,0.263739,0.361742,0.001493,2
-0.000951,-0.000104,0.116151,0.138601,0.166543,0.200068,0.238571,0.358812,0.001155,2
0.017715,-0.000311,0.102254,0.121282,0.145465,0.175318,0.210708,0.355574,0.001120,2
0.002774,-0.000711,0.108690,0.130295,0.157535,0.190626,0.229029,0.350478,0.003128,2
